seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot,policy,experiment,experiment_label,label,source
43,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9268,397.0127,3029,1370,60062,57033,57034,143,40,201,143,143,123,5581,5862,0.0156,0.0495,0.9349,0.0156,0.1289,0.8555,12,99,202,184,201,123,Hybrid,Squared_only,Squared only,Hybrid: Squared only,run_logs/run_20260511_085012/hybrid_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9188,396.5436,3309,1513,59410,56101,56104,168,40,231,168,168,160,5622,5958,0.0301,0.0393,0.9306,0.0221,0.125,0.8529,17,96,227,223,231,160,Hybrid,Squared_only,Squared only,Hybrid: Squared only,run_logs/run_20260511_085012/hybrid_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9266,396.3583,3014,1353,59520,56506,56507,158,41,218,158,158,156,5634,5938,0.0223,0.0446,0.9332,0.0287,0.1188,0.8525,22,91,223,211,218,156,Hybrid,Squared_only,Squared only,Hybrid: Squared only,run_logs/run_20260511_085012/hybrid_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9241,395.5329,3075,1400,58938,55863,55865,142,42,223,142,142,131,5658,5948,0.0237,0.0316,0.9447,0.0248,0.1199,0.8553,19,92,225,198,223,131,Hybrid,Squared_only,Squared only,Hybrid: Squared only,run_logs/run_20260511_085012/hybrid_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9226,395.9725,3151,1445,59402,56251,56251,148,42,211,148,148,160,5671,5989,0.0237,0.0421,0.9342,0.0182,0.1146,0.8672,14,88,209,208,211,160,Hybrid,Squared_only,Squared only,Hybrid: Squared only,run_logs/run_20260511_085012/hybrid_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9202,395.9998,3365,1394,59646,56281,56281,157,42,230,157,157,161,5539,5864,0.0146,0.0412,0.9441,0.0275,0.1165,0.856,21,89,241,207,230,161,Hybrid,Squared_only,Squared only,Hybrid: Squared only,run_logs/run_20260511_085012/hybrid_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9235,395.9369,3088,1434,59136,56048,56045,164,39,192,164,164,151,5551,5874,0.0131,0.0458,0.9412,0.0261,0.1085,0.8654,20,83,202,212,192,151,Hybrid,Squared_only,Squared only,Hybrid: Squared only,run_logs/run_20260511_085012/hybrid_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
50,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9246,396.811,3113,1367,59402,56289,56289,177,42,200,177,177,173,5614,5979,0.0118,0.0433,0.9449,0.0208,0.1185,0.8607,16,91,209,226,200,173,Hybrid,Squared_only,Squared only,Hybrid: Squared only,run_logs/run_20260511_085012/hybrid_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9239,398.3422,3186,1371,59852,56666,56667,168,40,212,168,168,157,5690,6015,0.0146,0.037,0.9484,0.0261,0.1242,0.8497,20,95,221,224,212,157,Hybrid,Squared_only,Squared only,Hybrid: Squared only,run_logs/run_20260511_085012/hybrid_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
42,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9058,398.9784,3907,1773,60282,56375,56375,100,40,225,100,100,99,5414,5514,0.0302,0.0302,0.9396,0.013,0.1745,0.8125,10,134,217,212,225,99,VFA,Squared_only,Squared only,VFA: Squared only,run_logs/run_20260511_085012/vfa_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
43,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9125,395.3258,3802,1451,60062,56260,56260,90,40,205,90,90,89,5539,5644,0.0156,0.0495,0.9349,0.0182,0.1628,0.819,14,125,209,180,205,89,VFA,Squared_only,Squared only,VFA: Squared only,run_logs/run_20260511_085012/vfa_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
44,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9024,394.7905,4155,1643,59410,55255,55258,109,40,218,109,109,101,5469,5586,0.0301,0.0393,0.9306,0.0169,0.207,0.776,13,159,208,228,218,101,VFA,Squared_only,Squared only,VFA: Squared only,run_logs/run_20260511_085012/vfa_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
45,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9025,394.508,4204,1600,59520,55316,55316,90,44,199,90,90,97,5558,5648,0.0223,0.0446,0.9332,0.0235,0.1971,0.7794,18,151,202,211,199,97,VFA,Squared_only,Squared only,VFA: Squared only,run_logs/run_20260511_085012/vfa_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
46,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9087,394.8508,3754,1628,58938,55184,55183,100,41,198,100,100,99,5524,5637,0.0237,0.0316,0.9447,0.0209,0.1838,0.7953,16,141,197,209,198,99,VFA,Squared_only,Squared only,VFA: Squared only,run_logs/run_20260511_085012/vfa_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
47,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.908,394.9858,3991,1475,59402,55411,55408,105,36,193,105,105,114,5514,5628,0.0237,0.0421,0.9342,0.026,0.168,0.806,20,129,196,211,193,114,VFA,Squared_only,Squared only,VFA: Squared only,run_logs/run_20260511_085012/vfa_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
48,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9114,395.8887,3861,1422,59646,55785,55787,85,35,188,90,85,86,5510,5616,0.0146,0.0412,0.9441,0.0209,0.2277,0.7513,16,174,193,217,188,86,VFA,Squared_only,Squared only,VFA: Squared only,run_logs/run_20260511_085012/vfa_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
49,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9124,395.1345,3768,1410,59136,55368,55368,73,41,189,80,73,76,5496,5590,0.0131,0.0458,0.9412,0.0209,0.2078,0.7712,16,159,196,209,189,76,VFA,Squared_only,Squared only,VFA: Squared only,run_logs/run_20260511_085012/vfa_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
50,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9066,395.6849,3952,1595,59402,55450,55449,95,42,186,95,95,97,5577,5682,0.0118,0.0433,0.9449,0.0286,0.2031,0.7682,22,156,202,216,186,97,VFA,Squared_only,Squared only,VFA: Squared only,run_logs/run_20260511_085012/vfa_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
51,Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9066,397.3353,3910,1680,59852,55942,55943,86,42,221,86,86,95,5382,5457,0.0146,0.037,0.9484,0.0405,0.1974,0.7621,31,151,241,210,221,95,VFA,Squared_only,Squared only,VFA: Squared only,run_logs/run_20260511_085012/vfa_Squared_only_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_TD_W34_old_D504h_V1/results.csv
